species,collection_no,lithology,specimen ID,part,measurement,mean
Apachelytron transversum,114186,"""shale""",Charles University 47/1964,elytron,width,2.2
Apachelytron transversum,114186,"""shale""",Charles University 47/1964,elytron,length,6
Apachelytron transversum,114186,"""shale""",Charles University 47/1964,hindwing,length,7
Apalocnemis candambris,122354,amber,MCZ 6908,body,length,1.76
Apalocnemis candambris,122354,amber,MCZ 6908,wing,length,1.83
Apanechura asecta,128550,mudstone,79029,body,width,5.6
Apanechura asecta,128550,mudstone,79029,body,length,22.1
Apanechura hydrophila,128551,mudstone,820130,body,width,5.8
Apanechura hydrophila,128551,mudstone,820130,body,length,21.7
Apanechura macrura,138946,mudstone,S200370,body,width,4.1
Apanechura macrura,138946,mudstone,S200370,body,length,16.8
Apanechura ooidea,128551,mudstone,820174,body,width,6.5
Apanechura ooidea,128551,mudstone,820174,body,length,21
Apanteles concinna,122010,"""shale""",NA,forewing,length,2
Apanteles concinna,122010,"""shale""",NA,body,length,2.4
Apanteles macrophthalmus,122010,"""shale""",NA,forewing,length,2.6
Apanteles macrophthalmus,122010,"""shale""",NA,body,length,3
Apanthesis leuce,121481,"""shale""",Scudder 16354,forewing,width,23
Apanthesis leuce,121481,"""shale""",Scudder 16354,forewing,length,34.5
Apeirophlebia grandis,123987,claystone,"Rostock ""Pterinobl. megapolitana""",wing,length,30
Apempherus complexinervis,122604,"""shale""",USNM 38204,tegmen,width,6.25
Apempherus complexinervis,122604,"""shale""",USNM 38204,tegmen,length,16.75
Apempherus fossus,122604,"""shale""",Coll Lacoe 2083 ab,tegmen,width,6
Apempherus fossus,122604,"""shale""",Coll Lacoe 2083 ab,tegmen,length,16.5
Apenesia electriphila,123020,amber,NA,body,length,2.5
Apentacentrus copalicus,124004,amber,"ZIN Afr. 3, 4",body,length,9
Aphaenogaster amphioceanica,122474,amber,SMNS Do-4629-B,body,length,5.36
Aphaenogaster archaica,138696,lignite,NA,forewing,length,8
Aphaenogaster archaica,138696,lignite,NA,body,length,10
Aphaenogaster avita,103101,diatomite,NSM-P1-7417,forewing,width,4.5
Aphaenogaster avita,103101,diatomite,NSM-P1-7417,forewing,length,11
Aphaenogaster donisthorpei,106384,"""shale""",MCZ 2917,forewing,length,6
Aphaenogaster donisthorpei,106384,"""shale""",MCZ 2917,body,width,1.2
Aphaenogaster donisthorpei,106384,"""shale""",MCZ 2917,body,length,7
Aphaenogaster dumetora,130412,mudstone,750135,body,width,2
Aphaenogaster dumetora,130412,mudstone,750135,body,length,8.8
Aphaenogaster lapidescens,128551,mudstone,830136,forewing,width,3.4
Aphaenogaster lapidescens,128551,mudstone,830136,forewing,length,11.3
Aphaenogaster lapidescens,128551,mudstone,830136,body,length,13.3
Aphaenogaster longaeva,121480,"""shale""",GSC 33,wing,width,2.3
Aphaenogaster longaeva,121480,"""shale""",GSC 33,wing,length,7
Aphaenogaster mayri,106384,"""shale""",MCZ 2949,body,width,1.8
Aphaenogaster mayri,106384,"""shale""",MCZ 2949,body,length,8
Aphaenogaster paludosa,128551,mudstone,830080,forewing,width,3
Aphaenogaster paludosa,128551,mudstone,830080,forewing,length,8.8
Aphaenogaster paludosa,128551,mudstone,830080,body,length,10.2
Aphaenogaster pannonica,127417,mudstone,NHMW 367/1960,forewing,width,3.6
Aphaenogaster pannonica,127417,mudstone,NHMW 367/1960,forewing,length,9.5
Aphaenogaster praerelicta,125757,amber,NA,body,length,6.28
Aphaenogaster shanwangensis,128550,mudstone,79047,forewing,width,3.4
Aphaenogaster shanwangensis,128550,mudstone,79047,forewing,length,10.9
Aphaenogaster shanwangensis,128550,mudstone,79047,hindwing,width,2.3
Aphaenogaster shanwangensis,128550,mudstone,79047,hindwing,length,6.9
Aphaenogaster shanwangensis,128550,mudstone,79047,body,length,12
Aphana atava,121146,"""shale""",NA,tegmen,width,3.5
Aphana atava,121146,"""shale""",NA,tegmen,length,10
Aphana atava,121146,"""shale""",NA,body,width,5
Aphana atava,121146,"""shale""",NA,body,length,9.5
Aphana lithoecia,128550,mudstone,79022,forewing,width,11
Aphana lithoecia,128550,mudstone,79022,forewing,length,22.5
Aphana lithoecia,128550,mudstone,79022,body,length,21
Aphana rotundipennis,121322,"diatomite/""shale""",Scudder coll 175,tegmen,width,3
Aphana rotundipennis,121322,"diatomite/""shale""",Scudder coll 175,tegmen,length,6.75
Aphanocoris femoratus,119499,mudstone,PIN 1742/83,body,width,2.8
Aphanocoris femoratus,119499,mudstone,PIN 1742/83,body,length,7.2
Aphanocoris parallelus,114316,mudstone,PIN 2587/35,body,width,2.5
Aphanocoris parallelus,114316,mudstone,PIN 2587/35,body,length,5.2
Aphanocoris porrectus,114316,mudstone,PIN 2587/60,body,width,2.4
Aphanocoris porrectus,114316,mudstone,PIN 2587/60,body,length,6.5
Aphanocoris turgensis,119499,mudstone,PIN 1742/60,body,width,2.2
Aphanocoris turgensis,119499,mudstone,PIN 1742/60,body,length,5.1
Aphanocoris turgensis,119499,mudstone,PIN 1742/629,body,width,3.1
Aphanocoris turgensis,119499,mudstone,PIN 1742/629,body,length,6.8
Aphanus contractus,121476,marl,L. gratiosus d4 type,body,length,7
Aphanus pulchellus,121475,marl,Foerster dryadum d1 specimen,body,length,6.2
Aphanus pulchellus,121476,marl,Foerster pulchellus d4 specimen,body,length,4.5
Aphaorus curtipes,113407,"""siliciclastic""",PIN 3965/3,forewing,width,1.42
Aphaorus curtipes,113407,"""siliciclastic""",PIN 3965/3,forewing,length,3.48
Apharosoma euryrhina,122472,amber,Poinar weevil 61,body,length,5.8
Aphebodactyla rhetine,123116,amber,KU Bu-006,elytron,width,1.7
Aphebodactyla rhetine,123116,amber,KU Bu-006,elytron,length,2.25
Aphelomylacris modesta,112700,not reported,USNM 38702,tegmen,length,22
Apheloneura amplia,111217,"""limestone""",MCZ 8604,forewing,width,1.5
Apheloneura amplia,111217,"""limestone""",MCZ 8604,forewing,length,4.8
Apheloneura minutissima,111217,"""limestone""",MCZ 7527,forewing,width,1
Apheloneura minutissima,111217,"""limestone""",MCZ 7527,forewing,length,3
Apheloneura minutissima,111217,"""limestone""",MCZ 7527,hindwing,width,1
Apheloneura minutissima,111217,"""limestone""",MCZ 7527,hindwing,length,2.7
Apheloneura minutissima,111217,"""limestone""",MCZ 7533,forewing,width,1
Apheloneura minutissima,111217,"""limestone""",MCZ 7533,forewing,length,2.8
Apheloneura minutissima,111217,"""limestone""",MCZ 7534,forewing,length,3
Apheloneura uralensis,124284,"""siliciclastic""",POKM 7699/30-b,forewing,length,4.5
Apheloodes obliquum,111558,siltstone,GSQ 143,elytron,width,0.6
Apheloodes obliquum,111558,siltstone,GSQ 143,elytron,length,2
Apheloodes rugosum,111558,siltstone,GSQ 236,elytron,width,0.6
Apheloodes rugosum,111558,siltstone,GSQ 236,elytron,length,1.8
Aphelopus palaeophoenicius,124363,amber,Poinar 194-21,body,length,1
Aphelopus poinari,122472,amber,Poinar H-10-122,body,length,1.56
Apheloscyta mesocampta,111558,siltstone,GSQI98,tegmen,width,3.5
Apheloscyta mesocampta,111558,siltstone,GSQI98,tegmen,length,10
Apheloscyta xiangdongensis,155367,"""siliciclastic""",NIGP 70054,tegmen,width,3
Apheloscyta xiangdongensis,155367,"""siliciclastic""",NIGP 70054,tegmen,length,9.5
Aphidecta marginata,121474,marl,A. marginata d3 type,elytron,length,3
Aphidecta marginata,121474,marl,A. marginata d3 type,body,width,2.6
Aphidecta marginata,121474,marl,A. marginata d3 type,body,length,3.4
Aphidopsis margarum,106384,"""shale""",5380,body,length,2.75
Aphidopsis margarum,106384,"""shale""",5380,wing,length,3.875
Aphidulum bemigdium,104748,mudstone,PIN 4270/850,forewing,width,0.8
Aphidulum bemigdium,104748,mudstone,PIN 4270/850,forewing,length,2.1
Aphidulum ciliatum,114993,"""shale""",LGA 264,forewing,width,0.8
Aphidulum ciliatum,114993,"""shale""",LGA 264,forewing,length,2.4
Aphis gurnetensis,123960,lime mudstone,H.1124,tegmen,length,3.2
Aphlebocoris nana,123987,claystone,Pl XLIII fig 18,tegmen,width,2
Aphlebocoris nana,123987,claystone,Pl XLIII fig 18,tegmen,length,5
Aphlebocoris punctata,123987,claystone,EMAU 57/20,forewing,width,2
Aphlebocoris punctata,123987,claystone,EMAU 57/20,forewing,length,5
Aphodiites protogaeus,131766,claystone,Pl XLI fig 18,body,length,5
Aphodius boryslavicus,153476,siltstone,NA,elytron,width,2.25
Aphodius boryslavicus,153476,siltstone,NA,elytron,length,5
Aphodius charauxi,113685,diatomite,Coll. Piton 250,elytron,length,7.1
Aphodius charauxi,113685,diatomite,Coll. Piton 250,body,width,4
Aphodius charauxi,113685,diatomite,Coll. Piton 250,body,length,9
Aphodius florissantensis,106379,"""shale""",NA,body,width,2.25
Aphodius florissantensis,106379,"""shale""",NA,body,length,5.25
Aphodius granarioides,124624,"""shale""",USNM 59655,body,width,2.6
Aphodius granarioides,124624,"""shale""",USNM 59655,body,length,6.25
Aphodius granarius,153476,siltstone,NA,elytron,width,0.75
Aphodius granarius,153476,siltstone,NA,elytron,length,2.75
Aphodius helvolus,122010,"""shale""",NA,body,width,3.7
Aphodius helvolus,122010,"""shale""",NA,body,length,6.3
Aphodius inundatus,113749,not reported,NA,body,length,6.25
Aphodius laminicola,106381,"""shale""",YPM IP 000013,elytron,width,2.4
Aphodius laminicola,106381,"""shale""",YPM IP 000013,elytron,length,5.75
Aphodius laminicola,106381,"""shale""",YPM IP 000013,body,length,9.7
Aphodius laminicola,106381,"""shale""",NA,body,length,9.25
Aphodius mediaevus,106384,"""shale""",MCZ 2539,body,length,4.15
Aphodius praeemptor,113749,not reported,NA,body,length,5.65
Aphodius precursor,20479,not reported,NA,elytron,width,1.65
Aphodius precursor,20479,not reported,NA,elytron,length,3.5
Aphodius rhinocerontis,153476,siltstone,NA,elytron,width,3
Aphodius rhinocerontis,153476,siltstone,NA,elytron,length,7
Aphodius rufipes,109196,marl,GZG 12054,body,width,6.5
Aphodius rufipes,109196,marl,GZG 12054,body,length,15.5
Aphodius ruthenus,153476,siltstone,NA,elytron,width,2.75
Aphodius ruthenus,153476,siltstone,NA,elytron,length,6.5
Aphodius schlickumi,122010,"""shale""",NA,body,width,2.2
Aphodius schlickumi,122010,"""shale""",NA,body,length,3.9
Aphodius senex,106384,"""shale""",MCZ 2550,body,length,8
Aphodius subater,153476,siltstone,NA,elytron,width,1.75
Aphodius subater,153476,siltstone,NA,elytron,length,4
Aphrastomyia planistylus,122472,amber,D-7-130,body,length,1.8
Aphrastomyia planistylus,122472,amber,D-7-130,wing,length,1.5
Aphrophora angusta,119864,not reported,Handlirsch 1910 Fig 36,wing,length,20
Aphrophora maculata,113685,diatomite,Coll. Piton 50,wing,length,3.8
Aphrophora maculata,113685,diatomite,Coll. Piton 50,body,length,5
Aphrophora pinguicula,121474,marl,Foerster pinguicula d3 specimen,body,length,5
Aphrophora protocalla,113705,"""shale""/diatomite",USNM 69603,tegmen,width,4
Aphrophora protocalla,113705,"""shale""/diatomite",USNM 69603,tegmen,length,13.5
Aphrophora pulchra,121473,marl,A. pulchra d2 type,forewing,width,1.5
Aphrophora pulchra,121473,marl,A. pulchra d2 type,forewing,length,7
Aphrophora pulchra,121473,marl,A. pulchra d2 type,body,length,9.7
Aphrophora pulchra,121473,marl,A. antiqua d2 type,hemelytron,width,1.6
Aphrophora pulchra,121473,marl,A. antiqua d2 type,hemelytron,length,7.2
Aphrophora pulchra,121473,marl,A. antiqua d2 type,body,length,8
Aphrophora stavropolitana,125990,"""shale""",PIN 254/2670,forewing,width,3.7
Aphrophora stavropolitana,125990,"""shale""",PIN 254/2670,forewing,length,9.4
Aphrophora ungeri,113693,"""limestone""",NA,forewing,length,16
Aphrophora ungeri,113693,"""limestone""",NA,body,length,15
Aphrophora woodwardi,123960,lime mudstone,H.619,tegmen,length,6
Aphrostigmon bontsaganicum,113355,"""siliciclastic""",PIN 3559/4473,forewing,length,1.8
Aphrostigmon bontsaganicum,113355,"""siliciclastic""",PIN 3559/4473,body,length,1.5
Aphrostigmon priapulus,113355,"""siliciclastic""",PIN 3559/4472,forewing,length,1.8
Aphrostigmon priapulus,113355,"""siliciclastic""",PIN 3559/4472,body,length,3
Aphrostigmon vitimense,122549,marl/siltstone,PIN 3064/1951,forewing,length,2
Aphrostigmon vitimense,122549,marl/siltstone,PIN 3064/1951,body,length,3
Aphryganoneura anomala,122423,chert,AM F28050,wing,length,12
Aphthoroblattina eggintoni,34907,"""shale""",W. Egginton no. 1,tegmen,width,35
Aphthoroblattina eggintoni,34907,"""shale""",W. Egginton no. 1,tegmen,length,48
Aphthoroblattina fascigera,122525,"""siliciclastic""",NA,forewing,width,15.5
Aphthoroblattina fascigera,122525,"""siliciclastic""",NA,forewing,length,38
Aphthoroblattina irregularis,124592,"""siliciclastic""",PIN 840/391,tegmen,length,27.5
Aphthoroblattina johnsoni,125238,"""shale""",BMNH I. 1067,tegmen,length,31
Aphthoroblattina johnsoni,34907,"""shale""",W. Egginton no. 2,tegmen,width,38
Aphthoroblattina johnsoni,34907,"""shale""",W. Egginton no. 2,tegmen,length,43
Aphthoroblattina johnsoni,34907,"""shale""",W. Egginton no. 2,body,width,24
Aphthoroblattina johnsoni,34907,"""shale""",W. Egginton no. 2,body,length,33.5
Aphtona puncticollis,113996,"diatomite/""volcaniclastic""",Piton 1012,body,length,1.2
Apiaria lapidea,123985,lime mudstone,NA,body,length,8
Apiaria mesozoica,123906,lime mudstone,NA,body,length,7
Apiaria oppenheimi,123985,lime mudstone,NA,body,length,6
Apicasia inolata,108479,mudstone,Coll. Tenner fig 305,Body,width,2.2
Apicasia inolata,108479,mudstone,Coll. Tenner fig 305,Body,length,3.5
Apicrenus fossilis,124475,amber,Poinar 39842,body,width,3.7
Apicrenus fossilis,124475,amber,Poinar 39842,body,length,11.5
Apioderes punctatus,123987,claystone,NA,body,length,6.5
Apioderes punctatus,123987,claystone,NA,elytron,length,3.5
Apion anderseni,123762,amber,NA,body,length,2
Apion cockerelli,123981,"""shale""",NA,elytron,length,1.32
Apion cockerelli,123981,"""shale""",NA,body,length,2.7
Apion confectum,106384,"""shale""",NA,elytron,length,2.1
Apion confectum,106384,"""shale""",NA,body,length,3
Apion curiosum,106384,"""shale""",NA,elytron,length,2.25
Apion curiosum,106384,"""shale""",NA,body,length,3.25
Apion evestigatum,114681,"""shale""",USGS 1029,elytron,length,2.5
Apion evestigatum,114681,"""shale""",USGS 1029,body,length,3.75
Apion exanimale,106384,"""shale""",Scudder 11306,elytron,length,1.8
Apion exanimale,106384,"""shale""",Scudder 11306,body,length,2.5
Apion florissantensis,113749,not reported,NA,body,length,1.55
Apion levirostre,121474,marl,A. levirostre d3 type,elytron,length,1.2
Apion levirostre,121474,marl,A. levirostre d3 type,body,length,2.4
Apion parvum,121473,marl,A. parvum d2 type,elytron,length,1.2
Apion parvum,121473,marl,A. parvum d2 type,body,length,1.7
Apion primordiale,121477,marl,Foerster f specimen,elytron,length,1.6
Apion primordiale,121477,marl,Foerster f specimen,body,length,2.9
Apion profundum,142560,lignite,NA,body,length,2.26
Apion pumilum,106384,"""shale""",NA,elytron,length,1.6
Apion pumilum,106384,"""shale""",NA,body,length,2
Apion refrenatum,106384,"""shale""",Scudder 505,elytron,length,2
Apion refrenatum,106384,"""shale""",Scudder 505,body,length,2.5
Apion scudderianum,113749,not reported,NA,body,length,2.8
Apion smithii,106384,"""shale""",NA,body,length,4
Apion subdiscedens,123771,amber,GPIH 196,body,width,1.5
Apion subdiscedens,123771,amber,GPIH 196,body,length,3.3
Apion sulcatum,121475,marl,A. sulcatum d1 type,elytron,length,1.3
Apion sulcatum,121475,marl,A. sulcatum d1 type,body,length,2.5
Apiopyrenides trigeminus,105002,mudstone,GPIUG fig 258,elytron,width,0.85
Apiopyrenides trigeminus,105002,mudstone,GPIUG fig 258,elytron,length,2.5
Apiopyrenides trigeminus,105002,mudstone,GPIUG fig 258,Body,width,1.7
Apiopyrenides trigeminus,105002,mudstone,GPIUG fig 258,Body,length,3
Apis (Apis) melisuga,113751,not reported,NHMW 1984/32/264,body,length,18
Apis (Cascapis) nearctica,103099,mudstone,CAS 236,forewing,width,2.83
Apis (Cascapis) nearctica,103099,mudstone,CAS 236,forewing,length,9.2
Apis (Cascapis) nearctica,103099,mudstone,CAS 236,hindwing,length,4.17
Apis (Synapis) cuenoti,122984,"""carbonate""",MNHN-LP-R.08383,forewing,width,3.8
Apis (Synapis) cuenoti,122984,"""carbonate""",MNHN-LP-R.08383,forewing,length,12.6
Apis (Synapis) cuenoti,122984,"""carbonate""",MNHN-LP-R.08396,forewing,width,3.6
Apis (Synapis) cuenoti,122984,"""carbonate""",MNHN-LP-R.08396,forewing,length,11
Apis armbrusteri,109058,lime mudstone,SMNS 64674/17a,body,length,21.6
Apis armbrusteri,109058,lime mudstone,SMNS 64674/21a/b,forewing,length,8.9
Apis armbrusteri,109058,lime mudstone,SMNS 64674/21a/b ,hindwing,length,6
Apis armbrusteri,109058,lime mudstone,SMNS 64674/21a/b,body,length,16.9
Apis armbrusteri,109058,lime mudstone,SMNS 64674/28,body,length,15
Apis armbrusteri,109058,lime mudstone,SMNS 64674/31,body,length,13.9
Apis armbrusteri,109058,lime mudstone,SMNS 64674/38,body,length,16
Apis armbrusteri,109058,lime mudstone,SMNS 64674/50a,forewing,length,15
Apis armbrusteri,109058,lime mudstone,SMNS 64674/50a,body,length,24.3
Apis armbrusteri,109058,lime mudstone,SMNS 64674/11a,forewing,length,7.9
Apis armbrusteri,109058,lime mudstone,SMNS 64674/11a,body,length,13.2
Apis armbrusteri,109058,lime mudstone,SMNS 64674/11b/c,forewing,length,8.7
Apis armbrusteri,109058,lime mudstone,SMNS 64674/11b/c,body,length,14.1
Apis armbrusteri,109058,lime mudstone,SMNS 64674/12a/b,forewing,length,9.9
Apis armbrusteri,109058,lime mudstone,SMNS 64674/12a/b,hindwing,length,7.3
Apis armbrusteri,109058,lime mudstone,SMNS 64674/12a/b,body,length,15.7
Apis armbrusteri,109058,lime mudstone,SMNS 64674/18,forewing,length,9.7
Apis armbrusteri,109058,lime mudstone,SMNS 64674/18,hindwing,length,7.8
Apis armbrusteri,109058,lime mudstone,SMNS 64674/18,body,length,17.4
